title,plot,genres,keywords,rating,num_votes,release_date
Blue Ruin,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 9748, ""name"": ""revenge""}, {""id"": 13017, ""name"": ""drifter""}, {""id"": 160977, ""name"": ""virginia""}, {""id"": 164186, ""name"": ""character study""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 209856, ""name"": ""visual storytelling""}, {""id"": 210012, ""name"": ""mumblegore""}]",6.9,462,2014-04-25
Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 488, ""name"": ""moses""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 157894, ""name"": ""ancient egypt""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 211105, ""name"": ""ramses""}]",5.6,1921,2014-12-03
Spirited Away,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2640, ""name"": ""twilight""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 4652, ""name"": ""bath house""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 5280, ""name"": ""ghost world""}, {""id"": 6016, ""name"": ""biology""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 196509, ""name"": ""yokai""}, {""id"": 207695, ""name"": ""japanese mythology""}, {""id"": 210024, ""name"": ""anime""}]",8.3,3840,2001-07-20
A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]","[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 215404, ""name"": ""laxative""}]",5.8,1468,2014-05-22
War Horse,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 2504, ""name"": ""world war i""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 11332, ""name"": ""farm life""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 156234, ""name"": ""cavalry""}, {""id"": 157960, ""name"": ""plowing""}, {""id"": 157961, ""name"": ""artillery""}]",7.0,992,2011-12-25
We Need to Talk About Kevin,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 14632, ""name"": ""suburb""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 17987, ""name"": ""killing spree""}, {""id"": 17989, ""name"": ""prison visit""}, {""id"": 17990, ""name"": ""guinea pig""}, {""id"": 17992, ""name"": ""broken arm""}, {""id"": 17993, ""name"": ""potty training""}, {""id"": 187056, ""name"": ""woman director""}]",7.4,677,2011-09-28
Howl's Moving Castle,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 334, ""name"": ""flying""}, {""id"": 616, ""name"": ""witch""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 5133, ""name"": ""body exchange""}, {""id"": 7315, ""name"": ""hatter""}, {""id"": 7397, ""name"": ""bakery""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 210024, ""name"": ""anime""}]",8.2,1991,2004-11-19
Endless Love,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 188237, ""name"": ""teenage romance""}]",6.7,542,2014-02-12
One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3485, ""name"": ""comedian""}, {""id"": 8438, ""name"": ""job""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 178329, ""name"": ""best friends in love""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 217405, ""name"": ""missed opportunity""}]",7.0,978,2011-03-02
Bridesmaids,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 271, ""name"": ""competition""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3431, ""name"": ""materialism""}, {""id"": 3584, ""name"": ""bridesmaid""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 10050, ""name"": ""fear of commitment""}, {""id"": 10329, ""name"": ""wealth""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 10955, ""name"": ""wedding party""}, {""id"": 11316, ""name"": ""sexual humor""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 39833, ""name"": ""maid of honor""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 155049, ""name"": ""wedding dress""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 172454, ""name"": ""casual sex""}, {""id"": 174960, ""name"": ""vanity""}, {""id"": 175321, ""name"": ""girl fight""}, {""id"": 193719, ""name"": ""missing woman""}, {""id"": 208847, ""name"": ""out of control""}]",6.5,1661,2011-04-28
That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 3230, ""name"": ""male friendship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 206298, ""name"": ""young adult""}]",6.1,1004,2014-01-29
The Adjustment Bureau,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 612, ""name"": ""hotel""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 2656, ""name"": ""hat""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4427, ""name"": ""honesty""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6511, ""name"": ""alone""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 18073, ""name"": ""covert agency""}, {""id"": 18074, ""name"": ""courthouse""}, {""id"": 18075, ""name"": ""political campaign""}, {""id"": 156866, ""name"": ""based on short story""}]",6.5,1652,2011-03-03
The Hurt Locker,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 1589, ""name"": ""sniper""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 7336, ""name"": ""car bomb""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 15087, ""name"": ""iraq war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 167342, ""name"": ""bomb squad""}, {""id"": 173841, ""name"": ""body armor""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 187288, ""name"": ""army sergeant""}]",7.2,1840,2008-10-10
Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 10092, ""name"": ""mystery""}]",6.5,882,2013-02-28
TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 4286, ""name"": ""computer program""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 185351, ""name"": ""neon light""}, {""id"": 236778, ""name"": ""autocracy""}]",6.3,2841,2010-12-10
Under the Skin,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 255, ""name"": ""male nudity""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 3130, ""name"": ""edinburgh""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 212412, ""name"": ""very little dialogue""}]",6.0,1102,2014-03-14
Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 3133, ""name"": ""vampire""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9410, ""name"": ""hybrid""}, {""id"": 9668, ""name"": ""child vampire""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 176729, ""name"": ""lab experiment""}, {""id"": 180084, ""name"": ""werewolf child""}, {""id"": 231407, ""name"": ""fang vamp""}]",6.1,1862,2012-01-19
The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 490, ""name"": ""philosophy""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3074, ""name"": ""insurgence""}, {""id"": 4563, ""name"": ""virtual reality""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6256, ""name"": ""truth""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 194063, ""name"": ""messiah""}, {""id"": 221385, ""name"": ""gnosticism""}]",7.9,8907,1999-03-30
Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,"[{""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 1160, ""name"": ""egypt""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 2906, ""name"": ""nile""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 161172, ""name"": ""gods""}, {""id"": 163338, ""name"": ""egyptian mythology""}, {""id"": 185638, ""name"": ""egyptian""}, {""id"": 227686, ""name"": ""myth""}]",5.3,1277,2016-02-25
The Master,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 4518, ""name"": ""postwar period""}, {""id"": 13017, ""name"": ""drifter""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 159028, ""name"": ""cult leader""}, {""id"": 159314, ""name"": ""scientology""}, {""id"": 162766, ""name"": ""religious cult""}, {""id"": 173179, ""name"": ""charismatic leader""}, {""id"": 177882, ""name"": ""right hand man""}]",7.0,701,2012-09-07
The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 493, ""name"": ""poem""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2689, ""name"": ""dementia""}, {""id"": 6069, ""name"": ""class""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 14708, ""name"": ""tears""}, {""id"": 15224, ""name"": ""candle""}, {""id"": 68648, ""name"": ""mailbox""}]",7.7,3067,2004-06-25
The Second Mother,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, Anna Muylaert turns her eye on the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 983, ""name"": ""brazilian""}, {""id"": 1161, ""name"": ""brazil""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 12436, ""name"": ""architecture""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 17997, ""name"": ""housekeeper""}, {""id"": 187056, ""name"": ""woman director""}]",7.8,165,2015-02-08
Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,"[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 3298, ""name"": ""hallucination""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 46951, ""name"": ""mirror""}, {""id"": 161198, ""name"": ""skepticism""}, {""id"": 162846, ""name"": ""ghost""}]",6.3,1050,2013-09-08
Don Jon,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 445, ""name"": ""pornography""}, {""id"": 572, ""name"": ""sex""}, {""id"": 5906, ""name"": ""sex addiction""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 18314, ""name"": ""internet porn""}, {""id"": 33432, ""name"": ""male masturbation""}, {""id"": 33451, ""name"": ""masturbation""}]",5.9,1671,2013-07-26
Percy Jackson: Sea of Monsters,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 351, ""name"": ""poison""}, {""id"": 2034, ""name"": ""hermes""}, {""id"": 14667, ""name"": ""poseidon""}, {""id"": 180548, ""name"": ""demigod""}, {""id"": 180909, ""name"": ""golden fleece""}, {""id"": 180912, ""name"": ""olympus""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 221835, ""name"": ""kronos""}, {""id"": 221836, ""name"": ""overthrow olympus""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",5.9,1648,2013-08-07
Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 591, ""name"": ""cia""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 155723, ""name"": ""jack ryan""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 199364, ""name"": ""rehab""}, {""id"": 202296, ""name"": ""analyst""}]",5.9,1173,2014-01-15
"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 387, ""name"": ""california""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 8338, ""name"": ""coach""}, {""id"": 169071, ""name"": ""championship""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 187901, ""name"": ""track and field""}]",7.4,213,2015-02-20
The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 934, ""name"": ""judge""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 8881, ""name"": ""jury""}, {""id"": 11168, ""name"": ""private investigator""}]",7.0,902,2011-03-17
Zodiac,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 387, ""name"": ""california""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 627, ""name"": ""killing""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 4123, ""name"": ""embassy""}, {""id"": 4399, ""name"": ""victim""}, {""id"": 4923, ""name"": ""threat to death""}, {""id"": 4942, ""name"": ""victim of murder""}, {""id"": 4950, ""name"": ""code""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12193, ""name"": ""reporter""}]",7.3,2023,2007-03-02
Cloudy with a Chance of Meatballs 2,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 1436, ""name"": ""inventor""}, {""id"": 10637, ""name"": ""food""}, {""id"": 14760, ""name"": ""scientist""}]",6.4,915,2013-09-26
In Bruges,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 167221, ""name"": ""bruges belgium""}, {""id"": 167227, ""name"": ""town square""}, {""id"": 167234, ""name"": ""vietnamese""}, {""id"": 167235, ""name"": ""canadian stereotype""}, {""id"": 167236, ""name"": ""skinned alive""}, {""id"": 167238, ""name"": ""gruuthuse museum bruges""}]",7.4,1388,2008-02-08
Hercules,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 3070, ""name"": ""mercenary""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 187301, ""name"": ""hercules""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 209482, ""name"": ""sagen""}]",5.6,1680,2014-07-23
Fruitvale Station,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 796, ""name"": ""police brutality""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15061, ""name"": ""docudrama""}, {""id"": 197702, ""name"": ""day in a life""}]",7.3,390,2013-07-25
Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 11327, ""name"": ""wedding reception""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 14756, ""name"": ""destruction of planet""}, {""id"": 14757, ""name"": ""wedding toast""}]",7.0,885,2011-05-26
X-Men Origins: Wolverine,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 417, ""name"": ""corruption""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",6.2,4021,2009-04-28
Shame,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 445, ""name"": ""pornography""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 5906, ""name"": ""sex addiction""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14886, ""name"": ""thirty something""}, {""id"": 166770, ""name"": ""sex addict""}]",7.0,875,2011-10-02
Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 166472, ""name"": ""beanstalk""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 192993, ""name"": ""red riding hood""}]",5.6,1652,2014-12-25
Mama,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.","[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 185408, ""name"": ""supernatural horror""}]",6.0,1401,2013-01-17
A Separation,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1625, ""name"": ""emigration""}, {""id"": 6069, ""name"": ""class""}, {""id"": 10594, ""name"": ""money""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 18009, ""name"": ""iran""}, {""id"": 155209, ""name"": ""caregiver""}, {""id"": 158101, ""name"": ""alzheimer's disease""}, {""id"": 171848, ""name"": ""marital separation""}, {""id"": 178656, ""name"": ""iranian""}]",7.7,469,2011-03-15
